,time,open,high,low,close,tick_volume,spread,real_volume,MA20
67,2021-11-05 12:25:00,1.15322,1.15331,1.15316,1.15327,190,5,0,1.1535140000000008
68,2021-11-05 12:30:00,1.1532499999999999,1.15326,1.15297,1.15307,229,5,0,1.1534620000000007
69,2021-11-05 12:35:00,1.15307,1.15345,1.15306,1.15332,226,5,0,1.1534185000000008
70,2021-11-05 12:40:00,1.15333,1.15345,1.15313,1.15331,203,5,0,1.153394000000001
71,2021-11-05 12:45:00,1.1533,1.15343,1.15312,1.15336,126,5,0,1.1533880000000007
72,2021-11-05 12:50:00,1.15334,1.15339,1.15313,1.15327,159,5,0,1.1533640000000007
73,2021-11-05 12:55:00,1.15326,1.15335,1.15313,1.15329,148,5,0,1.1533305000000005
74,2021-11-05 13:00:00,1.15332,1.15341,1.15312,1.15335,162,5,0,1.1533215000000006
75,2021-11-05 13:05:00,1.15335,1.15343,1.15322,1.15327,161,5,0,1.1533125000000006
76,2021-11-05 13:10:00,1.1532499999999999,1.15346,1.1531500000000001,1.15337,200,5,0,1.1533195000000005
77,2021-11-05 13:15:00,1.1534,1.15374,1.15333,1.1536,270,5,0,1.1533220000000006
78,2021-11-05 13:20:00,1.15357,1.15392,1.1535199999999999,1.1538599999999999,250,5,0,1.1533545000000003
79,2021-11-05 13:25:00,1.15387,1.15397,1.1536,1.15387,305,5,0,1.1533875000000005
80,2021-11-05 13:30:00,1.15371,1.15372,1.15146,1.15216,1750,5,0,1.1533245000000003
81,2021-11-05 13:35:00,1.15218,1.15351,1.15218,1.15298,1300,5,0,1.1532935000000002
82,2021-11-05 13:40:00,1.15299,1.15329,1.15214,1.1524,1061,5,0,1.1532415000000003
83,2021-11-05 13:45:00,1.1524,1.15311,1.15217,1.15284,733,5,0,1.1532105000000004
84,2021-11-05 13:50:00,1.15284,1.15286,1.15236,1.15256,610,5,0,1.1531815000000003
85,2021-11-05 13:55:00,1.15255,1.1528,1.15131,1.1514,624,5,0,1.1530890000000003
86,2021-11-05 14:00:00,1.1514,1.15225,1.15128,1.15218,661,5,0,1.1530365000000002
87,2021-11-05 14:05:00,1.15216,1.15224,1.15144,1.15174,507,5,0,1.1529600000000004
88,2021-11-05 14:10:00,1.15175,1.15234,1.15158,1.15185,517,5,0,1.1528990000000003
89,2021-11-05 14:15:00,1.15183,1.15241,1.15183,1.15225,479,5,0,1.1528455000000002
90,2021-11-05 14:20:00,1.15223,1.15239,1.152,1.15233,368,5,0,1.1527965000000002
91,2021-11-05 14:25:00,1.15231,1.15317,1.15224,1.15299,613,5,0,1.152778
92,2021-11-05 14:30:00,1.15303,1.15359,1.15278,1.15344,700,5,0,1.1527865000000002
93,2021-11-05 14:35:00,1.15344,1.1535199999999999,1.15298,1.15301,372,5,0,1.1527725000000004
94,2021-11-05 14:40:00,1.15301,1.15313,1.15236,1.15262,548,5,0,1.1527360000000004
95,2021-11-05 14:45:00,1.1526,1.15267,1.15209,1.15238,430,5,0,1.1526915000000004
96,2021-11-05 14:50:00,1.15238,1.15245,1.1519,1.15219,528,5,0,1.1526325000000006
97,2021-11-05 14:55:00,1.15219,1.15219,1.15164,1.15184,670,5,0,1.1525445000000005
98,2021-11-05 15:00:00,1.15186,1.15227,1.15175,1.15217,494,5,0,1.1524600000000003
99,2021-11-05 15:05:00,1.15217,1.15226,1.15184,1.15185,416,5,0,1.1523590000000001
100,2021-11-05 15:10:00,1.15185,1.15212,1.15179,1.15204,332,5,0,1.1523530000000002
101,2021-11-05 15:15:00,1.1520299999999999,1.1522999999999999,1.15186,1.15206,294,5,0,1.1523070000000002
102,2021-11-05 15:20:00,1.15207,1.15255,1.15186,1.1525,379,5,0,1.1523120000000002
103,2021-11-05 15:25:00,1.15247,1.15268,1.15228,1.15235,385,5,0,1.1522875000000001
104,2021-11-05 15:30:00,1.15233,1.15244,1.15198,1.15201,274,5,0,1.15226
105,2021-11-05 15:35:00,1.15201,1.15253,1.15201,1.15228,253,5,0,1.1523040000000002
106,2021-11-05 15:40:00,1.15228,1.1527,1.15225,1.15246,255,5,0,1.1523180000000002
107,2021-11-05 15:45:00,1.15246,1.15278,1.15244,1.1526399999999999,229,5,0,1.152363
108,2021-11-05 15:50:00,1.15267,1.15299,1.15252,1.15265,249,5,0,1.152403
109,2021-11-05 15:55:00,1.15258,1.15301,1.15255,1.15276,357,5,0,1.1524285000000003
110,2021-11-05 16:00:00,1.15274,1.1529099999999999,1.15256,1.15261,350,5,0,1.1524425000000003
111,2021-11-05 16:05:00,1.15262,1.15299,1.15255,1.15289,165,5,0,1.1524375000000002
112,2021-11-05 16:10:00,1.15286,1.1536,1.15276,1.15351,408,5,0,1.1524410000000003
113,2021-11-05 16:15:00,1.15353,1.15355,1.15311,1.15341,397,5,0,1.1524610000000002
114,2021-11-05 16:20:00,1.15338,1.1541299999999999,1.15333,1.1541299999999999,371,5,0,1.1525365000000003
115,2021-11-05 16:25:00,1.1541299999999999,1.15431,1.15393,1.15414,335,5,0,1.1526245000000004
116,2021-11-05 16:30:00,1.15416,1.15478,1.1541,1.1547,389,5,0,1.1527500000000004
117,2021-11-05 16:35:00,1.15472,1.15537,1.15453,1.15526,374,5,0,1.1529210000000003
118,2021-11-05 16:40:00,1.15528,1.15554,1.15509,1.15515,443,5,0,1.1530700000000003
119,2021-11-05 16:45:00,1.15514,1.15517,1.15467,1.1549800000000001,493,5,0,1.1532265000000002
120,2021-11-05 16:50:00,1.15497,1.1555900000000001,1.15493,1.15556,472,5,0,1.1534025000000003
121,2021-11-05 16:55:00,1.15555,1.1556,1.15516,1.15521,538,5,0,1.1535600000000004
122,2021-11-05 17:00:00,1.1552,1.15555,1.15518,1.15543,298,5,0,1.1537065000000004
123,2021-11-05 17:05:00,1.15545,1.15558,1.1549,1.15496,343,5,0,1.1538370000000004
124,2021-11-05 17:10:00,1.15499,1.15525,1.15489,1.15493,379,5,0,1.1539830000000004
125,2021-11-05 17:15:00,1.15494,1.15526,1.15491,1.15515,258,5,0,1.1541265000000003
126,2021-11-05 17:20:00,1.15513,1.15551,1.15511,1.15549,213,5,0,1.1542780000000001
127,2021-11-05 17:25:00,1.1555,1.15576,1.15542,1.1555900000000001,278,5,0,1.1544255
128,2021-11-05 17:30:00,1.15558,1.1558,1.15556,1.15572,216,5,0,1.154579
129,2021-11-05 17:35:00,1.1556899999999999,1.15605,1.15566,1.15582,204,5,0,1.1547319999999999
130,2021-11-05 17:40:00,1.15583,1.15601,1.15578,1.15586,291,5,0,1.1548945
131,2021-11-05 17:45:00,1.15584,1.15607,1.15575,1.15606,212,5,0,1.155053
132,2021-11-05 17:50:00,1.15606,1.15652,1.15603,1.15647,274,5,0,1.155201
133,2021-11-05 17:55:00,1.15647,1.15662,1.1562999999999999,1.1562999999999999,152,5,0,1.1553455
134,2021-11-05 18:00:00,1.15634,1.15658,1.15627,1.15656,209,5,0,1.155467
135,2021-11-05 18:05:00,1.1565699999999999,1.15679,1.15649,1.1566,111,5,0,1.15559
136,2021-11-05 18:10:00,1.15664,1.15665,1.15632,1.15637,133,5,0,1.1556734999999998
137,2021-11-05 18:15:00,1.15636,1.15636,1.15621,1.15627,133,5,0,1.1557239999999998
138,2021-11-05 18:20:00,1.15625,1.15627,1.15604,1.15604,88,5,0,1.1557685
139,2021-11-05 18:25:00,1.15604,1.15607,1.15591,1.15591,94,5,0,1.1558149999999998
140,2021-11-05 18:30:00,1.1559300000000001,1.15606,1.15584,1.15592,138,5,0,1.1558329999999999
141,2021-11-05 18:35:00,1.15591,1.15608,1.15577,1.15604,219,5,0,1.1558745
142,2021-11-05 18:40:00,1.15605,1.15618,1.15595,1.15597,99,5,0,1.1559015
143,2021-11-05 18:45:00,1.15598,1.15607,1.15581,1.15586,107,5,0,1.1559465
144,2021-11-05 18:50:00,1.15586,1.1559300000000001,1.15573,1.15576,119,5,0,1.155988
145,2021-11-05 18:55:00,1.15575,1.15577,1.15562,1.15565,115,5,0,1.1560130000000002
146,2021-11-05 19:00:00,1.15565,1.15575,1.15554,1.15555,74,5,0,1.1560160000000002
147,2021-11-05 19:05:00,1.15555,1.15561,1.15534,1.15537,145,5,0,1.1560050000000002
148,2021-11-05 19:10:00,1.15538,1.15565,1.1553499999999999,1.15565,125,5,0,1.1560015000000003
149,2021-11-05 19:15:00,1.15566,1.15571,1.15552,1.15555,71,5,0,1.1559880000000005
150,2021-11-05 19:20:00,1.15552,1.15555,1.1550799999999999,1.15514,129,5,0,1.1559520000000005
151,2021-11-05 19:25:00,1.15513,1.15531,1.1551,1.15521,112,5,0,1.1559095000000004
152,2021-11-05 19:30:00,1.15518,1.15546,1.15515,1.1554,99,5,0,1.1558560000000004
153,2021-11-05 19:35:00,1.1554,1.15548,1.15526,1.15531,98,5,0,1.1558065000000006
154,2021-11-05 19:40:00,1.1553,1.1554,1.15526,1.15528,86,5,0,1.1557425000000008
155,2021-11-05 19:45:00,1.15528,1.15529,1.15505,1.15506,81,5,0,1.1556655000000007
156,2021-11-05 19:50:00,1.15507,1.15509,1.1549800000000001,1.15501,71,5,0,1.1555975000000007
157,2021-11-05 19:55:00,1.15499,1.15512,1.1548,1.15494,134,5,0,1.1555310000000008
158,2021-11-05 20:00:00,1.15492,1.1555,1.15492,1.15548,118,5,0,1.1555030000000008
159,2021-11-05 20:05:00,1.15549,1.15614,1.15545,1.15607,323,5,0,1.1555110000000008
160,2021-11-05 20:10:00,1.15605,1.1562000000000001,1.15594,1.15617,163,5,0,1.1555235000000008
161,2021-11-05 20:15:00,1.15616,1.15619,1.1559300000000001,1.15618,176,5,0,1.1555305000000007
162,2021-11-05 20:20:00,1.1562000000000001,1.1562999999999999,1.15618,1.15628,137,5,0,1.1555460000000006
163,2021-11-05 20:25:00,1.15628,1.15661,1.15627,1.15647,180,5,0,1.1555765000000007
164,2021-11-05 20:30:00,1.15645,1.15645,1.15623,1.15628,139,5,0,1.1556025000000005
165,2021-11-05 20:35:00,1.15628,1.15646,1.15628,1.15633,110,5,0,1.1556365000000004
166,2021-11-05 20:40:00,1.15632,1.15663,1.1562999999999999,1.15655,141,5,0,1.1556865000000003
167,2021-11-05 20:45:00,1.15653,1.1565699999999999,1.1562999999999999,1.15633,83,5,0,1.1557345000000003
168,2021-11-05 20:50:00,1.15633,1.15643,1.15628,1.1564,93,5,0,1.1557720000000002
169,2021-11-05 20:55:00,1.1564,1.15682,1.15637,1.15671,128,9,0,1.1558300000000004
170,2021-11-05 21:00:00,1.15671,1.1568100000000001,1.15652,1.15661,97,10,0,1.1559035000000004
171,2021-11-05 21:05:00,1.15663,1.15664,1.15656,1.15659,40,11,0,1.1559725000000003
172,2021-11-05 21:10:00,1.1566,1.15682,1.1566,1.15682,67,9,0,1.1560435000000004
173,2021-11-05 21:15:00,1.15683,1.15688,1.15668,1.15668,42,9,0,1.1561120000000005
174,2021-11-05 21:20:00,1.15669,1.15673,1.15666,1.15666,40,10,0,1.1561810000000003
175,2021-11-05 21:25:00,1.15664,1.15694,1.15662,1.15683,51,10,0,1.1562695000000003
176,2021-11-05 21:30:00,1.15682,1.15688,1.15671,1.15673,33,9,0,1.1563555000000003
177,2021-11-05 21:35:00,1.15673,1.15685,1.15664,1.15682,75,10,0,1.1564495000000004
178,2021-11-05 21:40:00,1.15685,1.15726,1.15685,1.15703,171,9,0,1.156527
179,2021-11-05 21:45:00,1.15703,1.15704,1.15662,1.15666,116,9,0,1.1565565000000002
180,2021-11-05 21:50:00,1.15664,1.1568100000000001,1.1565,1.15663,96,9,0,1.1565795
181,2021-11-05 21:55:00,1.15662,1.15679,1.1565699999999999,1.15673,147,10,0,1.1566070000000002
182,2021-11-07 23:00:00,1.15589,1.15618,1.15577,1.15609,28,10,0,1.1565975000000002
183,2021-11-07 23:05:00,1.15609,1.15626,1.15595,1.15626,29,10,0,1.1565870000000003
184,2021-11-07 23:10:00,1.15626,1.15632,1.15604,1.15604,22,11,0,1.1565750000000004
185,2021-11-07 23:15:00,1.15604,1.15605,1.15524,1.15582,216,24,0,1.1565495000000001
186,2021-11-07 23:20:00,1.15574,1.15628,1.15568,1.15609,113,8,0,1.1565265000000002
187,2021-11-07 23:25:00,1.15628,1.15628,1.1559300000000001,1.15594,94,36,0,1.1565070000000002
188,2021-11-07 23:30:00,1.15594,1.15618,1.1559,1.15614,65,32,0,1.1564940000000001
189,2021-11-07 23:35:00,1.15612,1.15624,1.15597,1.15624,26,26,0,1.1564705000000002
190,2021-11-07 23:40:00,1.15625,1.15629,1.15619,1.15621,50,22,0,1.1564505000000003
191,2021-11-07 23:45:00,1.15622,1.15632,1.15609,1.15632,79,13,0,1.1564370000000002
192,2021-11-07 23:50:00,1.15632,1.15632,1.15622,1.15626,49,19,0,1.1564090000000002
193,2021-11-07 23:55:00,1.15626,1.15628,1.15612,1.15614,32,25,0,1.1563820000000002
194,2021-11-08 00:00:00,1.15631,1.1565400000000001,1.15618,1.15644,904,5,0,1.1563710000000003
195,2021-11-08 00:05:00,1.15645,1.15663,1.15643,1.15663,141,5,0,1.1563610000000002
196,2021-11-08 00:10:00,1.15664,1.15667,1.15655,1.1566,111,5,0,1.1563545000000004
197,2021-11-08 00:15:00,1.1566,1.1567,1.15652,1.15665,147,6,0,1.1563460000000003
198,2021-11-08 00:20:00,1.15665,1.15672,1.15649,1.15669,133,5,0,1.1563290000000004
199,2021-11-08 00:25:00,1.15667,1.15667,1.15665,1.15666,4,7,0,1.1563290000000004
